"1"	"15"	"13"	"24"	110	0.390909090909091	0.218181818181818	0.390909090909091
"1"	"15"	"13"	"64"	110	0.318181818181818	0.245454545454545	0.436363636363636
"1"	"15"	"14"	"23"	110	0.381818181818182	0.336363636363636	0.281818181818182
"1"	"15"	"14"	"63"	110	0.354545454545455	0.281818181818182	0.363636363636364
"1"	"25"	"23"	"14"	110	0.354545454545455	0.2	0.445454545454545
"1"	"25"	"23"	"64"	109	0.376146788990826	0.192660550458716	0.431192660550459
"1"	"25"	"24"	"13"	110	0.418181818181818	0.263636363636364	0.318181818181818
"1"	"25"	"24"	"63"	110	0.363636363636364	0.254545454545455	0.381818181818182
"1"	"63"	"13"	"24"	110	0.445454545454545	0.181818181818182	0.372727272727273
"1"	"63"	"13"	"25"	110	0.327272727272727	0.236363636363636	0.436363636363636
"1"	"63"	"23"	"14"	110	0.372727272727273	0.209090909090909	0.418181818181818
"1"	"63"	"23"	"15"	110	0.445454545454545	0.236363636363636	0.318181818181818
"1"	"64"	"14"	"23"	110	0.427272727272727	0.218181818181818	0.354545454545455
"1"	"64"	"14"	"25"	110	0.390909090909091	0.209090909090909	0.4
"1"	"64"	"24"	"13"	110	0.418181818181818	0.163636363636364	0.418181818181818
"1"	"64"	"24"	"15"	110	0.418181818181818	0.245454545454545	0.336363636363636
"2"	"13"	"14"	"63"	220	0.295454545454545	0.413636363636364	0.290909090909091
"2"	"13"	"23"	"15"	219	0.269406392694064	0.26027397260274	0.470319634703196
"2"	"14"	"13"	"64"	219	0.305936073059361	0.365296803652968	0.328767123287671
"2"	"14"	"24"	"15"	219	0.28310502283105	0.237442922374429	0.479452054794521
"2"	"23"	"13"	"25"	220	0.25	0.304545454545455	0.445454545454545
"2"	"23"	"24"	"63"	220	0.254545454545455	0.386363636363636	0.359090909090909
"2"	"24"	"14"	"25"	220	0.254545454545455	0.322727272727273	0.422727272727273
"2"	"24"	"23"	"64"	220	0.295454545454545	0.395454545454545	0.309090909090909
"11"	"13"	"15"	"24"	51	0.254901960784314	0.274509803921569	0.470588235294118
"11"	"13"	"15"	"64"	46	0.239130434782609	0.282608695652174	0.478260869565217
"11"	"13"	"63"	"24"	49	0.36734693877551	0.306122448979592	0.326530612244898
"11"	"13"	"63"	"25"	51	0.294117647058824	0.333333333333333	0.372549019607843
"11"	"14"	"15"	"23"	49	0.36734693877551	0.285714285714286	0.346938775510204
"11"	"14"	"15"	"63"	45	0.288888888888889	0.311111111111111	0.4
"11"	"14"	"64"	"23"	49	0.204081632653061	0.387755102040816	0.408163265306122
"11"	"14"	"64"	"25"	49	0.285714285714286	0.285714285714286	0.428571428571429
"11"	"23"	"25"	"14"	49	0.306122448979592	0.326530612244898	0.36734693877551
"11"	"23"	"25"	"64"	47	0.297872340425532	0.297872340425532	0.404255319148936
"11"	"23"	"63"	"14"	50	0.32	0.34	0.34
"11"	"23"	"63"	"15"	48	0.354166666666667	0.291666666666667	0.354166666666667
"11"	"24"	"25"	"13"	48	0.25	0.416666666666667	0.333333333333333
"11"	"24"	"25"	"63"	50	0.4	0.16	0.44
"11"	"24"	"64"	"13"	47	0.191489361702128	0.276595744680851	0.531914893617021
"11"	"24"	"64"	"15"	48	0.229166666666667	0.333333333333333	0.4375
"12"	"13"	"24"	"25"	48	0.5625	0.208333333333333	0.229166666666667
"12"	"13"	"24"	"64"	50	0.54	0.12	0.34
"12"	"14"	"23"	"25"	48	0.583333333333333	0.125	0.291666666666667
"12"	"14"	"23"	"63"	50	0.6	0.12	0.28
"12"	"15"	"23"	"63"	49	0.448979591836735	0.163265306122449	0.387755102040816
"12"	"15"	"24"	"64"	47	0.574468085106383	0.106382978723404	0.319148936170213
"12"	"23"	"14"	"15"	50	0.6	0.1	0.3
"12"	"23"	"14"	"64"	46	0.434782608695652	0.195652173913043	0.369565217391304
"12"	"24"	"13"	"15"	51	0.607843137254902	0.176470588235294	0.215686274509804
"12"	"24"	"13"	"63"	47	0.574468085106383	0.148936170212766	0.276595744680851
"12"	"25"	"13"	"63"	49	0.551020408163265	0.142857142857143	0.306122448979592
"12"	"25"	"14"	"64"	50	0.58	0.16	0.26
"12"	"63"	"14"	"15"	48	0.604166666666667	0.166666666666667	0.229166666666667
"12"	"63"	"24"	"25"	47	0.51063829787234	0.148936170212766	0.340425531914894
"12"	"64"	"13"	"15"	48	0.6875	0.125	0.1875
"12"	"64"	"23"	"25"	45	0.622222222222222	0.0888888888888889	0.288888888888889
"21"	"13"	"14"	"64"	110	0.609090909090909	0.109090909090909	0.281818181818182
"21"	"13"	"23"	"25"	110	0.418181818181818	0.109090909090909	0.472727272727273
"21"	"14"	"13"	"63"	110	0.572727272727273	0.154545454545455	0.272727272727273
"21"	"14"	"24"	"25"	110	0.4	0.109090909090909	0.490909090909091
"21"	"23"	"13"	"15"	110	0.490909090909091	0.136363636363636	0.372727272727273
"21"	"23"	"24"	"64"	110	0.5	0.163636363636364	0.336363636363636
"21"	"24"	"14"	"15"	110	0.390909090909091	0.109090909090909	0.5
"21"	"24"	"23"	"63"	110	0.554545454545455	0.172727272727273	0.272727272727273
"33"	"13"	"24"	"65"	55	0.363636363636364	0.163636363636364	0.472727272727273
"33"	"13"	"25"	"64"	55	0.327272727272727	0.218181818181818	0.454545454545455
"33"	"14"	"23"	"13"	55	0.727272727272727	0.145454545454545	0.127272727272727
"33"	"14"	"23"	"65"	55	0.345454545454545	0.145454545454545	0.509090909090909
"33"	"15"	"24"	"63"	55	0.527272727272727	0.181818181818182	0.290909090909091
"33"	"23"	"15"	"64"	55	0.363636363636364	0.218181818181818	0.418181818181818
"33"	"25"	"13"	"64"	55	0.436363636363636	0.181818181818182	0.381818181818182
"33"	"63"	"24"	"14"	55	0.8	0.0909090909090909	0.109090909090909
"33"	"63"	"25"	"14"	55	0.563636363636364	0.236363636363636	0.2
"34"	"13"	"13"	"24"	55	0.236363636363636	0.163636363636364	0.6
"34"	"13"	"13"	"64"	55	0.254545454545455	0.127272727272727	0.618181818181818
"34"	"14"	"14"	"23"	55	0.109090909090909	0.272727272727273	0.618181818181818
"34"	"14"	"14"	"63"	55	0.181818181818182	0.181818181818182	0.636363636363636
"34"	"23"	"23"	"14"	55	0.2	0.2	0.6
"34"	"23"	"23"	"64"	55	0.181818181818182	0.181818181818182	0.636363636363636
"34"	"24"	"24"	"13"	55	0.2	0.181818181818182	0.618181818181818
"34"	"24"	"24"	"15"	55	0.181818181818182	0.236363636363636	0.581818181818182
"34"	"24"	"24"	"63"	55	0.145454545454545	0.290909090909091	0.563636363636364
